-7.94,-1.17,5.67,-0.06,0.00,-0.05,324,354,341,329,333|0,0,0,0,0,0,0,0,0,0,0
 -7.50,-1.11,5.76,-0.09,-0.01,-0.06,336,355,356,364,351|0,0,0,0,0,0,0,0,0,0,0
 -8.18,-1.56,6.15,-0.16,-0.11,-0.06,476,364,475,479,484|0,0,0,0,0,0,0,0,0,0,0
 -7.87,-1.28,5.58,-0.08,-0.03,-0.07,505,376,517,495,515|0,0,0,0,0,0,0,0,0,0,0
 -7.70,-1.47,5.74,-0.04,0.06,-0.03,499,384,521,489,515|0,0,0,0,0,0,0,0,0,0,0
 -8.04,-1.32,5.95,-0.02,-0.01,-0.04,497,382,517,487,511|0,0,0,0,0,0,0,0,0,0,0
 -7.85,-1.38,5.78,-0.05,0.02,-0.05,495,380,514,486,509|0,0,0,0,0,0,0,0,0,0,0
 -7.90,-1.55,5.81,-0.01,0.03,-0.04,494,379,512,487,509|0,0,0,0,0,0,0,0,0,0,0
 -7.91,-1.55,5.61,-0.06,0.01,-0.04,494,378,513,486,508|0,0,0,0,0,0,0,0,0,0,0
 -7.82,-1.44,5.89,-0.11,0.01,-0.02,493,378,511,485,507|0,0,0,0,0,0,0,0,0,0,0
 -7.92,-1.69,5.79,-0.04,0.03,-0.06,492,377,510,485,507|0,0,0,0,0,0,0,0,0,0,0
END
 -8.30,1.36,5.66,0.07,-0.03,-0.05,346,358,355,337,352|0,0,0,0,0,0,0,0,0,0,0
 -8.89,0.85,6.21,0.01,0.10,0.19,346,357,355,336,351|0,0,0,0,0,0,0,0,0,0,0
 8.23,2.46,2.84,0.46,0.28,-0.62,345,359,355,335,347|0,0,0,0,0,0,0,0,0,0,0
 -8.74,0.84,2.97,0.29,-0.22,-0.65,343,359,354,335,344|0,0,0,0,0,0,0,0,0,0,0
 -9.63,-1.81,4.16,0.14,-0.23,-0.49,345,359,356,335,347|0,0,0,0,0,0,0,0,0,0,0
 -9.43,-2.98,4.68,-0.15,0.07,0.06,342,359,354,335,347|0,0,0,0,0,0,0,0,0,0,0
 -9.40,-1.66,3.57,-0.31,0.18,0.26,344,359,355,336,345|0,0,0,0,0,0,0,0,0,0,0
 -10.06,-0.32,3.07,-0.65,0.18,0.04,344,360,356,336,348|0,0,0,0,0,0,0,0,0,0,0
 -9.04,4.12,3.17,-0.20,0.02,0.65,344,360,355,336,350|0,0,0,0,0,0,0,0,0,0,0
 -9.52,2.72,3.12,-0.02,-0.05,-0.07,344,359,355,336,349|0,0,0,0,0,0,0,0,0,0,0
 -9.60,1.50,2.94,-0.04,-0.01,-0.13,343,359,355,336,348|0,0,0,0,0,0,0,0,0,0,0
END
